0
1
2
2
1
2
5
4
3
3
9
5
9
5
9
12
14
15
5
18
10
16
18
1
21
12
22
27
17
7
21
20
28
27
11
25
1
23
30
20
35
31
41
19
42
4
2
11
30
46
30
8
47
52
1
0
55
0
16
9
34
39
34
16
21
10
33
20
33
33
17
40
28
67
51
38
16
19
54
4
5
6
2
29
53
5
70
57
28
9
0
1
31
19
27
41
38
59
75
70
